Mapping Category,Mapping Value,Taxonomy Code
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Perdas por imparidade - Em investimentos financeiros - Participações de capital,223
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Perdas por imparidade - Em investimentos financeiros - Empréstimos concedidos,224
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Perdas por imparidade - Em investimentos financeiros - Outros investimentos financeiros,225
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Perdas por imparidade - Em investimentos financeiros - Goodwill,226
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Provisões do período - Impostos,227
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Provisões do período - Garantias a clientes,228
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Provisões do período - Processos judiciais em curso,229
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Provisões do período - Acidentes no trabalho e doenças profissionais,230
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Provisões do período - Outras provisões,231
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Impostos - Impostos diretos,232
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Impostos - Impostos indiretos,233
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Impostos - Taxas,234
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Descontos de pronto pagamento concedidos,235
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Dívidas incobráveis,236
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Perdas em inventários - Sinistros,237
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Perdas em inventários - Quebras,238
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Perdas em inventários - Outras perdas,239
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos nos restantes investimentos financeros - Cobertura de prejuízos,240
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos nos restantes investimentos financeros - Alienações,241
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos nos restantes investimentos financeros - Diferenças de câmbio desfavoráveis,242
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos nos restantes investimentos financeros - Outros gastos,243
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos em investimentos não financeiros - Alienações,244
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos em investimentos não financeiros - Sinistros,245
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos em investimentos não financeiros - Abates,246
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Gastos em investimentos não financeiros - Outras gastos,247
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Correções relativas a períodos anteriores,248
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Donativos,249
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Quotizações,250
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Ofertas e amostras de inventários,251
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Insuficiência da estimativa para impostos,252
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Diferenças de câmbio desfavoráveis,253
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros gastos - Outros - Outros não especificados,254
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Juros suportados - Juros de financiamentos obtidos,255
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Juros suportados - Outros juros,256
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Diferenças de câmbio desfavoráveis - Relativas a financiamentos obtidos,257
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Diferenças de câmbio desfavoráveis - Outras,258
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Outros gastos de financiamento - Relativos a financiamentos obtidos,259
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Gastos de financiamento - Outros gastos de financiamento - Outros,260
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Vendas - Mercadorias,261
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Vendas - Produtos acabados e intermédios,262
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Vendas - Subprodutos, desperdícios, resíduos e refugos",263
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Vendas - IVA das vendas com imposto incluído,264
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Vendas - Devoluções de vendas,265
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Vendas - Descontos e abatimentos em vendas,266
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - Serviço A,267
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - Serviço B,268
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - Outros serviços,269
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - Serviços secundários,270
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - IVA dos serviços com imposto incluído,271
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Prestações de serviços - Descontos e abatimentos,272
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Variações nos inventários da produção - Produtos acabados e intermédios,273
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Variações nos inventários da produção - Subprodutos, desperdícios, resíduos e refugos",274
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Variações nos inventários da produção - Produtos e trabalhos em curso,275
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Trabalhos para a própria entidade - Ativos fixos tangíveis,276
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Trabalhos para a própria entidade - Ativos intangíveis,277
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Trabalhos para a própria entidade - Ativos por gastos diferidos,278
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Subsídios à exploração - Subsídios das entidades públicas,279
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Subsídios à exploração - Subsídios de outras entidades,280
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Terrenos e recursos naturais,281
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Edifícios e outras construções,282
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento básico,283
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento de transporte,284
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento administrativo,285
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamentos biológicos,286
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Outros ativos fixos tangíveis,287
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos intangíveis - Goodwill,288
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos intangíveis - Projetos de desenvolvimento,289
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos intangíveis - Programas de computador,290
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos intangíveis - Propriedade industrial,291
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De depreciações e de amortizações - Ativos intangíveis - Outros ativos intangíveis,292
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em dívidas a receber - Clientes,293
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em dívidas a receber - Outros devedores,294
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em inventários - Mercadorias,295
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Reversões - De perdas por imparidade - Em inventários - Matérias -primas, subsidiárias e de consumo",296
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em inventários - Produtos acabados e intermédios,297
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Reversões - De perdas por imparidade - Em inventários - Subprodutos, desperdícios, resíduos e refugos",298
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em inventários - Produtos e trabalhos em curso,299
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em investimentos financeiros - Participações de capital,300
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em investimentos financeiros - Empréstimos concedidos,301
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De perdas por imparidade - Em investimentos financeiros - Outros investimentos financeiros,302
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De provisões - Impostos,303
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De provisões - Garantias a clientes,304
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De provisões - Processos judiciais em curso,305
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Reversões - De provisões - Acidentes no trabalho e doenças profissionais,306
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos suplementares,307
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Descontos de pronto pagamento obtidos,308
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Recuperação de dívidas a receber,309
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Ganhos em inventários - Sinistros,310
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Ganhos em inventários - Sobras,311
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Ganhos em inventários - Outros ganhos,312
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Diferenças de câmbio favoráveis,313
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Alienações,314
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos nos restantes ativos financeiros - Outros rendimentos,315
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos em investimentos não financeiros - Alienações,316
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos em investimentos não financeiros - Sinistros,317
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Rendimentos em investimentos não financeiros - Outros rendimentos,318
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Correções relativas a períodos anteriores,319
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Excesso da estimativa para impostos,320
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Imputação de subsídios para investimentos,321
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Restituição de impostos,322
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Diferenças de câmbio favoráveis,323
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Outros rendimentos - Outros - Outros não especificados,324
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Juros obtidos - De depósitos",325
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Juros obtidos - De financiamentos obtidos",326
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Juros obtidos - Outros",327
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Dividendos obtidos",328
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Diferenças de câmbio favoráveis",329
PT SAF-T: Taxonomy M (SNC for Smaller Units),"M: Juros, dividendos e outros rendimentos similares - Outros rendimentos similares",330
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Resultado líquido do período - Resultado antes de impostos,331
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Resultado líquido do período - Imposto sobre o rendimento do período - Imposto estimado para o período,332
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Resultado líquido do período - Resultado líquido,333
PT SAF-T: Taxonomy M (SNC for Smaller Units),M: Dividendos antecipados,334
