Mapping Category,Mapping Value,Taxonomy Code
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Consumíveis - Animais,195
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Consumíveis - Plantas,196
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - De produção - Animais,197
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - De produção - Plantas,198
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Depreciações acumuladas - Consumíveis,199
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Depreciações acumuladas - De produção,200
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Perdas por imparidade acumuladas - Consumíveis,201
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos biológicos - Perdas por imparidade acumuladas - De produção,202
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reclassificação e regularização de inventários e ativos biológicos - Mercadorias,203
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Reclassificação e regularização de inventários e ativos biológicos - Matérias -primas, subsidiárias e de consumo",204
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reclassificação e regularização de inventários e ativos biológicos - Produtos acabados e intermédios,205
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Reclassificação e regularização de inventários e ativos biológicos - Subprodutos, desperdícios, resíduos e refugos",206
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reclassificação e regularização de inventários e ativos biológicos - Produtos e trabalhos em curso,207
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reclassificação e regularização de inventários e ativos biológicos - Ativos biológicos,208
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Adiantamentos por conta de compras - Mercadorias,209
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Adiantamentos por conta de compras - Matérias -primas, subsidiárias e de consumo",210
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Adiantamentos por conta de compras - Produtos acabados e intermédios,211
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Adiantamentos por conta de compras - Subprodutos, desperdícios, resíduos e refugos",212
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Adiantamentos por conta de compras - Produtos e trabalhos em curso,213
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Adiantamentos por conta de compras - Ativos biológicos consumíveis,214
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Adiantamentos por conta de compras - Ativos biológicos de produção,215
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em subsidiárias - Participações de capital — método da equivalência patrimonial - Participação de capital,216
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em subsidiárias - Participações de capital — método da equivalência patrimonial - Goodwill,217
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em subsidiárias - Participações de capital — outros métodos,218
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em subsidiárias - Empréstimos concedidos,219
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em subsidiárias - Outros investimentos financeiros,220
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em associadas - Participações de capital — método da equivalência patrimonial - Participação de capital,221
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em associadas - Participações de capital — método da equivalência patrimonial - Goodwill,222
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em associadas - Participações de capital — outros métodos,223
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em associadas - Empréstimos concedidos,224
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em associadas - Outros investimentos financeiros,225
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em entidades conjuntamente controladas - Participações de capital — método da equivalência patrimonial - Participação de capital,226
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em entidades conjuntamente controladas - Participações de capital — método da equivalência patrimonial - Goodwill,227
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em entidades conjuntamente controladas - Participações de capital — outros métodos,228
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em entidades conjuntamente controladas - Empréstimos concedidos,229
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos em entidades conjuntamente controladas - Outros investimentos financeiros,230
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos noutras empresas - Participações de capital,231
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos noutras empresas - Empréstimos concedidos,232
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Investimentos noutras empresas - Outros investimentos financeiros,233
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Outros investimentos financeiros - Detidos até à maturidade,234
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Outros investimentos financeiros - Outros,235
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Amortizações acumuladas - Investimentos em subsidiárias - Participações de capital — método da equivalência patrimonial - Goodwill,236
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Amortizações acumuladas - Investimentos em associadas - Participações de capital — método da equivalência patrimonial - Goodwill,237
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Amortizações acumuladas - Investimentos em entidades conjuntamente controladas - Participações de capital — método da equivalência patrimonial - Goodwill,238
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em subsidiárias - Participações de capital — método da equivalência patrimonial - Participação de capital,239
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em subsidiárias - Participações de capital — método da equivalência patrimonial - Goodwill,240
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em subsidiárias - Participações de capital — outros métodos,241
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em subsidiárias - Empréstimos concedidos,242
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em subsidiárias - Outros investimentos financeiros,243
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em associadas - Participações de capital — método da equivalência patrimonial - Participação de capital,244
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em associadas - Participações de capital — método da equivalência patrimonial - Goodwill,245
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em associadas - Participações de capital — outros métodos,246
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em associadas - Empréstimos concedidos,247
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em associadas - Outros investimentos financeiros,248
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em entidades conjuntamente controladas - Participações de capital — método da equivalência patrimonial - Participação de capital,249
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em entidades conjuntamente controladas - Participações de capital — método da equivalência patrimonial - Goodwill,250
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em entidades conjuntamente controladas - Participações de capital — outros métodos,251
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em entidades conjuntamente controladas - Empréstimos concedidos,252
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos em entidades conjuntamente controladas - Outros investimentos financeiros,253
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos noutras empresas - Participações de capital,254
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos noutras empresas - Empréstimos concedidos,255
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Investimentos noutras empresas - Outros investimentos financeiros,256
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Outros investimentos financeiros - Detidos até à maturidade,257
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos financeiros - Perdas por imparidade acumuladas - Outros investimentos financeiros - Outros,258
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Terrenos e recursos naturais,259
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Edifícios e outras construções,260
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Outras propriedades de investimento,261
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Depreciações acumuladas - Terrenos e recursos naturais,262
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Depreciações acumuladas - Edifícios e outras construções,263
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Depreciações acumuladas - Outras propriedades de investimento,264
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Perdas por imparidade acumuladas - Terrenos e recursos naturais,265
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Perdas por imparidade acumuladas - Edifícios e outras construções,266
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Propriedades de investimento - Perdas por imparidade acumuladas - Outras propriedades de investimento,267
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Terrenos e recursos naturais,268
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Edifícios e outras construções,269
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Equipamento básico,270
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Equipamento de transporte,271
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Equipamento administrativo,272
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Equipamentos biológicos,273
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Outros ativos fixos tangíveis,274
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Terrenos e recursos naturais,275
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Edifícios e outras construções,276
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Equipamento básico,277
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Equipamento de transporte,278
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Equipamento administrativo,279
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Equipamentos biológicos,280
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Depreciações acumuladas - Outros ativos fixos tangíveis,281
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Terrenos e recursos naturais,282
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Edifícios e outras construções,283
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Equipamento básico,284
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Equipamento de transporte,285
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Equipamento administrativo,286
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Equipamentos biológicos,287
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos fixos tangíveis - Perdas por imparidade acumuladas - Outros ativos fixos tangíveis,288
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Goodwill,289
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Projetos de desenvolvimento,290
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Programas de computador,291
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Propriedade industrial,292
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Outros ativos intangíveis,293
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Amortizações acumuladas - Goodwill,294
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Amortizações acumuladas - Projetos de desenvolvimento,295
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Amortizações acumuladas - Programas de computador,296
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Amortizações acumuladas - Propriedade industrial,297
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Amortizações acumuladas - Outros ativos intangíveis,298
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Perdas por imparidade acumuladas - Goodwill,299
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Perdas por imparidade acumuladas - Projetos de desenvolvimento,300
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Perdas por imparidade acumuladas - Programas de computador,301
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Perdas por imparidade acumuladas - Propriedade industrial,302
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos intangíveis - Perdas por imparidade acumuladas - Outros ativos intangíveis,303
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Investimentos financeiros em curso,304
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Propriedades de investimento em curso,305
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Ativos fixos tangíveis em curso,306
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Ativos intangíveis em curso,307
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Adiantamentos por conta de investimentos - Investimentos financeiros em curso,308
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Adiantamentos por conta de investimentos - Propriedades de investimento em curso,309
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Adiantamentos por conta de investimentos - Ativos fixos tangíveis em curso,310
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Adiantamentos por conta de investimentos - Ativos intangíveis em curso,311
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Investimentos financeiros em curso,312
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Propriedades de investimento em curso,313
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Ativos fixos tangíveis em curso,314
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Ativos intangíveis em curso,315
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Adiantamentos por conta de investimentos - Investimentos financeiros em curso,316
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Adiantamentos por conta de investimentos - Propriedades de investimento em curso,317
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Adiantamentos por conta de investimentos - Ativos fixos tangíveis em curso,318
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Investimentos em curso - Perdas por imparidade acumuladas - Adiantamentos por conta de investimentos - Ativos intangíveis em curso,319
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Ativos não correntes detidos para venda - Investimentos financeiros,320
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Ativos não correntes detidos para venda - Propriedades de investimento,321
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Ativos não correntes detidos para venda - Ativos fixos tangíveis,322
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Ativos não correntes detidos para venda - Ativos intangíveis,323
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Ativos não correntes detidos para venda - Outros,324
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Passivos não correntes detidos para venda,325
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Perdas por imparidade acumuladas - Investimentos financeiros,326
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Perdas por imparidade acumuladas - Propriedades de investimento,327
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Perdas por imparidade acumuladas - Ativos fixos tangíveis,328
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Perdas por imparidade acumuladas - Ativos intangíveis,329
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ativos não correntes detidos para venda - Perdas por imparidade acumuladas - Outros,330
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Capital subscrito,331
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ações (quotas) próprias - Valor nominal,332
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ações (quotas) próprias - Descontos e prémios,333
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros instrumentos de capital próprio*,334
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prémios de emissão,335
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reservas - Reservas legais,336
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reservas - Outras reservas,337
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Resultados transitados,338
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ajustamentos em ativos financeiros - Relacionados com o método da equivalência patrimonial - Ajustamentos de transição,339
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ajustamentos em ativos financeiros - Relacionados com o método da equivalência patrimonial - Lucros não atribuídos,340
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ajustamentos em ativos financeiros - Relacionados com o método da equivalência patrimonial - Decorrentes de outras variações nos capitais próprios das participadas,341
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ajustamentos em ativos financeiros - Outros,342
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Excedentes de revalorização de ativos fixos tangíveis e intangíveis - Reavaliações decorrentes de diplomas legais - Antes de imposto sobre o rendimento,343
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Excedentes de revalorização de ativos fixos tangíveis e intangíveis - Reavaliações decorrentes de diplomas legais - Impostos diferidos,344
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Excedentes de revalorização de ativos fixos tangíveis e intangíveis - Outros excedentes - Antes de imposto sobre o rendimento,345
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Excedentes de revalorização de ativos fixos tangíveis e intangíveis - Outros excedentes - Impostos diferidos,346
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Diferenças de conversão de demonstrações financeiras,347
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Ajustamentos por impostos diferidos,348
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Subsídios - Subsídios atribuídos,349
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Subsídios - Ajustamentos em subsídios,350
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Doações,351
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outras variações no capital próprio - Outras,352
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Custo das mercadorias vendidas e das matérias consumidas - Mercadorias,353
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Custo das mercadorias vendidas e das matérias consumidas - Matérias -primas, subsidiárias e de consumo",354
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Custo das mercadorias vendidas e das matérias consumidas - Ativos biológicos (compras)*,355
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Subcontratos,356
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Trabalhos especializados,357
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Publicidade e propaganda,358
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Vigilância e segurança,359
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Honorários,360
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Comissões,361
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Conservação e reparação,362
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços especializados - Outros,363
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Materiais - Ferramentas e utensílios de desgaste rápido,364
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Materiais - Livros e documentação técnica,365
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Materiais - Material de escritório,366
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Materiais - Artigos para oferta,367
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Materiais - Outros,368
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Energia e fluidos - Eletricidade,369
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Energia e fluidos - Combustíveis,370
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Energia e fluidos - Água,371
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Energia e fluidos - Outros,372
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Fornecimentos e serviços externos - Deslocações, estadas e transportes - Deslocações e estadas",373
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Fornecimentos e serviços externos - Deslocações, estadas e transportes - Transportes de pessoal",374
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Fornecimentos e serviços externos - Deslocações, estadas e transportes - Transportes de mercadorias",375
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Fornecimentos e serviços externos - Deslocações, estadas e transportes - Outros",376
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Rendas e alugueres,377
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Comunicação,378
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Seguros,379
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Royalties,380
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Contencioso e notariado,381
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Despesas de representação,382
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Fornecimentos e serviços externos - Serviços diversos - Limpeza, higiene e conforto",383
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Fornecimentos e serviços externos - Serviços diversos - Outros serviços,384
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Remunerações dos órgãos sociais,385
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Remunerações do pessoal,386
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Benefícios pós -emprego - Prémios para pensões,387
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Benefícios pós -emprego - Outros benefícios,388
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Indemnizações,389
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Encargos sobre remunerações,390
