Mapping Category,Mapping Value,Taxonomy Code
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Seguros de acidentes no trabalho e doenças profissionais,391
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Gastos de ação social,392
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos com o pessoal - Outros gastos com o pessoal,393
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Propriedades de investimento - Terrenos e recursos naturais,394
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Propriedades de investimento - Edifícios e outras construções,395
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Propriedades de investimento - Outras propriedades de investimento,396
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Terrenos e recursos naturais,397
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Edifícios e outras construções,398
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Equipamento básico,399
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Equipamento de transporte,400
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Equipamento administrativo,401
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Equipamentos biológicos,402
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos fixos tangíveis - Outros ativos fixos tangíveis,403
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos intangíveis - Goodwill,404
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos intangíveis - Projetos de desenvolvimento,405
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos intangíveis - Programas de computador,406
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos intangíveis - Propriedade industrial,407
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos intangíveis - Outros ativos intangíveis,408
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos biológicos - Consumíveis,409
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Ativos biológicos - De produção,410
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de depreciação e de amortização - Investimentos financeiros - Goodwill,411
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Instrumentos financeiros,412
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em dívidas a receber - Clientes,413
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em dívidas a receber - Outros devedores,414
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em inventários - Mercadorias,415
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Perdas por imparidade - Em inventários - Matérias - primas, subsidiárias e de consumo",416
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em inventários - Produtos acabados e intermédios,417
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Perdas por imparidade - Em inventários - Subprodutos, desperdícios, resíduos e refugos",418
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em inventários - Produtos e trabalhos em curso,419
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em inventários - Ativos biológicos consumíveis,420
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em inventários - Ativos biológicos de produção,421
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos financeiros - Participações de capital,422
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos financeiros - Empréstimos concedidos,423
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos financeiros - Outros investimentos financeiros,424
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos financeiros - Goodwill,425
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em propriedades de investimento - Terrenos e recursos naturais,426
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em propriedades de investimento - Edifícios e outras construções,427
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em propriedades de investimento - Outras propriedades de investimento,428
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Terrenos e recursos naturais,429
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Edifícios e outras construções,430
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Equipamento básico,431
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Equipamento de transporte,432
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Equipamento administrativo,433
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Equipamentos biológicos,434
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos fixos tangíveis - Outros ativos fixos tangíveis,435
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos intangíveis - Goodwill,436
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos intangíveis - Projetos de desenvolvimento,437
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos intangíveis - Programas de computador,438
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos intangíveis - Propriedade industrial,439
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos intangíveis - Outros ativos intangíveis,440
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Investimentos financeiros em curso,441
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Propriedades de investimento em curso,442
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Ativos fixos tangíveis em curso,443
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Ativos intangíveis em curso,444
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Investimentos financeiros em curso,445
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Propriedades de investimento em curso,446
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Ativos fixos tangíveis em curso,447
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Ativos intangíveis em curso,448
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos não correntes detidos para venda - Investimentos financeiros,449
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos não correntes detidos para venda - Propriedades de investimento,450
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos não correntes detidos para venda - Ativos fixos tangíveis,451
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos não correntes detidos para venda - Ativos intangíveis,452
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por imparidade - Em ativos não correntes detidos para venda - Outros,453
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em instrumentos financeiros,454
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em investimentos financeiros - Participações de capital,455
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em investimentos financeiros - Outros investimentos financeiros,456
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em propriedades de investimento - Terrenos e recursos naturais,457
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em propriedades de investimento - Edifícios e outras construções,458
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em propriedades de investimento - Outras propriedades de investimento,459
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em propriedades de investimento - Propriedades de investimento em curso,460
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em ativos biológicos - Consumíveis,461
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Perdas por reduções de justo valor - Em ativos biológicos - De produção,462
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Impostos,463
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Garantias a clientes,464
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Processos judiciais em curso,465
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Acidentes no trabalho e doenças profissionais,466
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Matérias ambientais,467
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Contratos onerosos,468
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Reestruturação,469
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Provisões do período - Outras provisões,470
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Impostos - Impostos diretos,471
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Impostos - Impostos indiretos,472
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Impostos - Taxas,473
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Descontos de pronto pagamento concedidos,474
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Dívidas incobráveis,475
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Perdas em inventários - Sinistros,476
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Perdas em inventários - Quebras,477
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Perdas em inventários - Outras perdas,478
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros gastos - Gastos em subsidiárias, associadas e empreendimentos conjuntos - Cobertura de prejuízos",479
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros gastos - Gastos em subsidiárias, associadas e empreendimentos conjuntos - Aplicação do método da equivalência patrimonial",480
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros gastos - Gastos em subsidiárias, associadas e empreendimentos conjuntos - Alienações",481
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Outros gastos - Gastos em subsidiárias, associadas e empreendimentos conjuntos - Outros gastos",482
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos nos restantes investimentos financeros - Cobertura de prejuízos,483
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos nos restantes investimentos financeros - Alienações,484
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos nos restantes investimentos financeros - Diferenças de câmbio desfavoráveis,485
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos nos restantes investimentos financeros - Outros gastos,486
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos em investimentos não financeiros - Alienações,487
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos em investimentos não financeiros - Sinistros,488
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos em investimentos não financeiros - Abates,489
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos em investimentos não financeiros - Gastos em propriedades de investimento,490
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Gastos em investimentos não financeiros - Outras gastos,491
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Correções relativas a períodos anteriores,492
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Donativos,493
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Quotizações,494
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Ofertas e amostras de inventários,495
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Insuficiência da estimativa para impostos,496
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Perdas em instrumentos financeiros,497
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Diferenças de câmbio desfavoráveis,498
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Outros gastos - Outros - Outros não especificados,499
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Juros suportados - Juros de financiamentos obtidos,500
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Juros suportados - Outros juros,501
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Diferenças de câmbio desfavoráveis - Relativas a financiamentos obtidos,502
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Diferenças de câmbio desfavoráveis - Outras,503
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Outros gastos d financiamento - Relativos a financiamentos obtidos,504
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Gastos de financiamento - Outros gastos de financiamento - Outros,505
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - Mercadorias,506
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - Produtos acabados e intermédios,507
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Vendas - Subprodutos, desperdícios, resíduos e refugos",508
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - Ativos biológicos,509
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - IVA das vendas com imposto incluído,510
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - Devoluções de vendas,511
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Vendas - Descontos e abatimentos em vendas,512
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - Serviço A,513
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - Serviço B,514
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - Outros serviços,515
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - Serviços secundários,516
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - IVA dos serviços com imposto incluído,517
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Prestações de serviços - Descontos e abatimentos,518
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Variações nos inventários da produção - Produtos acabados e intermédios,519
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Variações nos inventários da produção - Subprodutos, desperdícios, resíduos e refugos",520
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Variações nos inventários da produção - Produtos e trabalhos em curso,521
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Variações nos inventários da produção - Ativos biológicos,522
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Trabalhos para a própria entidade - Ativos fixos tangíveis,523
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Trabalhos para a própria entidade - Ativos intangíveis,524
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Trabalhos para a própria entidade - Propriedades de investimento,525
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Trabalhos para a própria entidade - Ativos por gastos diferidos,526
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Subsídios à exploração - Subsídios das entidades públicas,527
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Subsídios à exploração - Subsídios de outras entidades,528
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Propriedades de investimento - Terrenos e recursos naturais,529
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Propriedades de investimento - Edifícios e outras construções,530
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Propriedades de investimento - Outras propriedades de investimento,531
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Terrenos e recursos naturais,532
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Edifícios e outras construções,533
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento básico,534
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento de transporte,535
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamento administrativo,536
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Equipamentos biológicos,537
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos fixos tangíveis - Outros ativos fixos tangíveis,538
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos intangíveis - Goodwill,539
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos intangíveis - Projetos de desenvolvimento,540
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos intangíveis - Programas de computador,541
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos intangíveis - Propriedade industrial,542
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos intangíveis - Outros ativos intangíveis,543
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos biológicos - Consumíveis,544
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Ativos biológicos - De produção,545
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De depreciações e de amortizações - Investimentos financeiros - Goodwill,546
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em dívidas a receber - Clientes,547
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em dívidas a receber - Outros devedores,548
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em inventários - Mercadorias,549
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Reversões - De perdas por imparidade - Em inventários - Matérias -primas, subsidiárias e de consumo",550
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em inventários - Produtos acabados e intermédios,551
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),"S: Reversões - De perdas por imparidade - Em inventários - Subprodutos, desperdícios, resíduos e refugos",552
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em inventários - Produtos e trabalhos em curso,553
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em inventários - Ativos biológicos consumíveis,554
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em inventários - Ativos biológicos de produção,555
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos financeiros - Participações de capital,556
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos financeiros - Empréstimos concedidos,557
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos financeiros - Outros investimentos financeiros,558
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em propriedades de investimento - Terrenos e recursos naturais,559
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em propriedades de investimento - Edifícios e outras construções,560
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em propriedades de investimento - Outras propriedades de investimento,561
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Terrenos e recursos naturais,562
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Edifícios e outras construções,563
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Equipamento básico,564
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Equipamento de transporte,565
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Equipamento administrativo,566
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Equipamentos biológicos,567
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos fixos tangíveis - Outros ativos fixos tangíveis,568
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos intangíveis - Projetos de desenvolvimento,569
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos intangíveis - Programas de computador,570
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos intangíveis - Propriedade industrial,571
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos intangíveis - Outros ativos intangíveis,572
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Investimentos financeiros em curso,573
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Propriedades de investimento em curso,574
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Ativos fixos tangíveis em curso,575
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Ativos intangíveis em curso,576
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Investimentos financeiros em curso,577
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Propriedades de investimento em curso,578
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Ativos fixos tangíveis em curso,579
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em investimentos em curso - Adiantamentos por conta de investimentos - Ativos intangíveis em curso,580
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos não correntes detidos para venda - Investimentos financeiros,581
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos não correntes detidos para venda - Propriedades de investimento,582
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos não correntes detidos para venda - Ativos fixos tangíveis,583
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos não correntes detidos para venda - Ativos intangíveis,584
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De perdas por imparidade - Em ativos não correntes detidos para venda - Outros,585
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Impostos,586
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Garantias a clientes,587
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Processos judiciais em curso,588
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Acidentes no trabalho e doenças profissionais,589
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Matérias ambientais,590
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Contratos onerosos,591
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Reestruturação,592
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Reversões - De provisões - Outras provisões,593
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em instrumentos financeiros,594
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em investimentos financeiros - Participações de capital,595
PT SAF-T: Taxonomy S (Base & International Standard Chart of Accounts),S: Ganhos por aumentos de justo valor - Em investimentos financeiros - Outros investimentos financeiros,596
